ลำดับ	เลขทะเบียนเดิม	FID	ชื่อโรงงาน	ประกอบกิจการ	เลขที่	หมู่	ซอย	ถนน	ตำบล	อำเภอ	จังหวัด	ไปรษณีย์	โทรศัพท์	เงินทุน	คนงาน	แรงม้า
3702	ข3-44-1/25รย	9.11E+13	บริษัท ไออาร์พีซี จำกัด (มหาชน)	ผลิตเม็ดหรือผงพลาสติกชนิด HDPE และ หรือ LLDPE และ หรือ ETHYLENE COPOLYMER ที่มี ETHYLENE	299	5		สุขุมวิท	เชิงเนิน	เมืองระยอง	ระยอง	21000	038-611333	3710000000	170	23197.73
3703	จ3-58(1)-135/47รย	2.02E+13	บริษัท นครหลวงคอนกรีต จำกัด	ผลิตคอนกรีตผสมเสร็จ	โฉนดที่ดินเลขที่ 1013	3			เชิงเนิน	เมืองระยอง	ระยอง	21000		21817600	3	143.25
3704	จ3-53(4)-3/42รย	2.02E+13	นายธนชัย เอี่ยมวรนิรันดร์	เป่าถุงพลาสติก	95/5	4		บ้านดอน-ตาขัน	เชิงเนิน	เมืองระยอง	ระยอง	21000		5200000	15	198.74
3705	ข3-44-2/43รย	9.11E+13	บริษัท ไออาร์พีซี โพลีออล จำกัด	"ผลิต POLYRETHANE ELASTOMER, PU COATING RESIN PU ADHESIVE และ UNSATURATED POLYESTER"	299	5	เขตประกอบการฯ ไออาร์พีซี	สุขุมวิท	เชิงเนิน	เมืองระยอง	ระยอง	21000	038-613984-6	300000000	109	4589.4
3706	ข3-101-2/53รย	9.11E+13	บริษัท ไออาร์พีซ๊ จำกัด (มหาชน)	บำบัดน้ำเสียรวม 	299	5		สุขุมวิท	เชิงเนิน	เมืองระยอง	ระยอง	21000	038-611333	100000000	4	417.01
3707	ข3-42(1)-4/55รย	9.11E+13	บริษัท ไออาร์พีซี จำกัด (มหาชน)	ผลิตก๊าซโพรพิลีน	299	5	-	สุขุมวิท	เชิงเนิน	เมืองระยอง	ระยอง	21000		3079600000	0	17485.23
3708	3-4(6)-3/47ชบ	1.02E+13	บริษัท ซี เอฟ พี จำกัด	ผลิตอาหารปรุงสุกจากเนื้อไก่ แช่แข็งและห้องเย็น	209/102	3	-	-	บึง	ศรีราชา	ชลบุรี	20230	038-480222	535000000	420	7533.26
3709	จ3-72-1/59ชบ	2.02E+13	บริษัท แวนเนท อิเลคทรอนิค จำกัด	ผลิตประกอบดัดแปลงหรือซ่อมแซมโทรทัศน์	27/43	8	หนองหว้า 3	ศรีราชา-ปากร่วม	บึง	ศรีราชา	ชลบุรี	20230	"084-3465398,038-347803"	1050000	15	118.96
3710	จ3-64(13)-8/60ชบ	2.02E+13	บริษัท ไอโอ้ เทค (ไทยแลนด์) จำกัด	กลึงชิ้นส่วนเครื่องจักร	287/10	6			บึง	ศรีราชา	ชลบุรี	20230	038-119281	8600000	3	195.3
3711	3-52(4)-34/59ชบ	1.02E+13	บริษัท ที.ที.เอส.ลาเท็คซ์โปรดักส์ จำกัด	ทำผลิตภัณฑ์ยางจากยางธรรมชาติหรือยางสังเคราะห์ เช่น ผลิตหมอนจากยางพารา ที่นอนจากยางพารา เป็นต้น	41/10	8	-	-	บึง	ศรีราชา	ชลบุรี	20230		50000000	27	1123.88
3712	จ3-58(1)-39/59ชบ	2.02E+13	บริษัท เค.เจ.ซี.คอนกรีต จำกัด	ผลิตคอนกรีตผสมเสร็จ	75/22	4			บึง	ศรีราชา	ชลบุรี	20230		27900000	13	287
3713	3-105-72/48ชบ	1.02E+13	ห้างหุ้นส่วนจำกัด เอส.ที.พี. รีไซเคิล	คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541)	33/1	10	-	-	บึง	ศรีราชา	ชลบุรี	20230	-	6200000	20	70
3714	3-100(6)-3/48ชบ	1.02E+13	บริษัท ไทย มีจิ้น ฮีท ทรีทติ้ง จำกัด	อบชุบด้วยความร้อน	154/3	2	-	-	บึง	ศรีราชา	ชลบุรี	20230	038-937176-180	122400000	34	1754.08
3715	3-53(5)-40/49ชบ	1.02E+13	บริษัท วัฒนพันธุ์แพคเกจจิ้งซิสเท็ม จำกัด	ผลิตแผ่นฟิล์มพลาสติกใช้สำหรับห่อสินค้า	234/2	6	-		บึง	ศรีราชา	ชลบุรี	20230	038-340096	102060000	4	4162.15
3716	จ3-70-2/45ชบ	2.02E+13	บริษัท ไทย เฟาน์เทิน ออฟ ไลฟ์ จำกัด	ผลิตชิ้นส่วนเครื่องใช้ไฟฟ้า	216/40	6	-	-	บึง	ศรีราชา	ชลบุรี	20230	038-766101-2	36000000	60	1099.14
3717	จ3-70-24/53ชบ	2.02E+13	บริษัท เยทา จำกัด	ผลิต ประกอบ ดัดแปลงหรือซ่อมแซมชิ้นส่วนหรืออุปกรณ์ของเครื่องใช้ไฟ้ฟ้า	66/24	1			บึง	ศรีราชา	ชลบุรี	20230	038-062574	194238389	140	2715.36
3718	3-59-3/54ชบ	1.02E+13	บริษัท เพ็ญศิริ สตีล อินดัสตรีส์ จำกัด	ผลิตลวดเหล็กสำหรับ	154/23	2	-	-	บึง	ศรีราชา	ชลบุรี	20230	038-064613-4	171000000	25	4200
3719	3-71-1/54ชบ	1.02E+13	บริษัท ไทยซัมซุง อิเลคโทรนิคส์ จำกัด	ประกอบเครื่องปรับอากาศ	173/8	5			บึง	ศรีราชา	ชลบุรี	20230	038-320740	871374856	566	2688.87
3720	จ3-3(2)-20/53ชบ	2.02E+13	บริษัท โตโยคอนสตรัคชั่น จำกัด	ขุดดิน	โฉนดที่ดินเลขที่ 131391	10			บึง	ศรีราชา	ชลบุรี	20230		18000000	6	220
3721	จ3-53(9)-11/57ชบ	2.02E+13	บริษัท แวนเนท อิเลคทรอนิค จำกัด	ล้าง บด ย่อยพลาสติก	27/43	8	หนองหว้า 3	ศรีราชา-ปากร่วม	บึง	ศรีราชา	ชลบุรี	20230	038-347803	10360000	14	290
3722	จ3-58(4)-1/56ชบ	2.02E+13	บริษัท โพลิเอเซีย จำกัด	ผลิตขี้ผึ้งขัดโลหะทุกชนิด	27/66	8			บึง	ศรีราชา	ชลบุรี	20230		34600000	6	103.6
3723	จ3-70-9/57ชบ	2.02E+13	บริษัท ไทย เฟาน์เทิน ออฟไลฟ์ ออโตโมทีฟ จำกัด	ผลิตชิ้นส่วนเครื่องใช้ไฟฟ้าอิเล็คทรอนิกส์ และยานยนต์	216/171	6			บึง	ศรีราชา	ชลบุรี	20230	038-761101-4	175500000	272	4368.3
3724	3-72-28/56ชบ	1.02E+13	บริษัท ชินเฮือง จำกัด	ผลิตเพื่อจำหน่ายชิ้นส่วนผลิตภัณฑ์อิเล็คทรอนิกส์	85/11	4	-	-	บึง	ศรีราชา	ชลบุรี	20230		199186200	95	6849.22
3725	จ3-41(2)-15/57ชบ	2.02E+13	บริษัท ชาง ยอง (ไทยแลนด์) จำกัด	ผลิตและซ่อมแม่พิมพ์โลหะ	216/174	6			บึง	ศรีราชา	ชลบุรี	20230	038-119252-5	59000000	36	560.7
3726	จ3-71-3/55ชบ	2.02E+13	บริษัท วาย-เมคโค จำกัด	ผลิตชิ้นส่วนและอุปกรณ์โลหะสำหรับเครื่องใช้ไฟฟ้า	23/53	7			บึง	ศรีราชา	ชลบุรี	20230	038-350802-3	29000000	6	2392.52
3727	จ3-53(1)-3/46ชบ	2.02E+13	บริษัท ไทยอินซานเทค จำกัด	ผลิตผลิตภัณฑ์พลาสติกและยาง เช่น อะไหล่เครื่องซักผ้า เครื่องใช้ไฟฟ้าในครัวเรือน	209/26	2			บึง	ศรีราชา	ชลบุรี	20230	038-263980-3	211517833	116	2449.32
3728	จ3-14-58/58รย	2.02E+13	รัชนีน้ำแข็งหลอด	ผลิตน้ำแข็งก้อนเล็ก	103/8	4			แกลง	เมืองระยอง	ระยอง	21160	086-1133882	5000000	10	416.5
3729	จ3-52(4)-16/60ชบ	2.02E+13	บริษัท จาด้าเทค อินดัสทรีส์ จำกัด	ผลิตผลิตภัณฑ์ที่ทำจากยาง เช่น แหวนรองยาง	25-ม.ค.	7			บ้านเซิด	พนัสนิคม	ชลบุรี	20140		132000000	94	499.09
3730	จ3-36(1)-38/52ฉช	2.02E+13	ทวีทรัพย์	ทำแผ่นรองรับสินค้าจากไม้	22-มิ.ย.	4		ฉะเชิงเทรา-พนมสารคาม	เมืองเก่า	พนมสารคาม	ฉะเชิงเทรา	24120		14700000	10	80
3731	น.77(2)-2/2546-นอน.	8.21E+13	บริษัท วูเทคไทย จำกัด	"ผลิตอุปกรณ์ติดตั้งและแบบสำหรับงานประกอบกระจกยานยนต์ (FIXTURES AND MOLDS FOR PRODUCING AUTOMATIVE GLASS) ผลิต MODEL (CLAY,RESIN) JIG&FIXTURE ชิ้นส่วนพลาสติก แม่พิมพ์ (MOLD AND DIE) และซ่อมแซมแม่พิมพ์ และผลิตลังเหล็ก และบรรจุภัณฑ์ที่ทำจากเหล็ก รวมถึงการซ่อม"	700/66	6		บางนา-ตราด กิโลเมตรที่ 57	หนองไม้แดง	เมืองชลบุรี	ชลบุรี	20000		119580000	35	2783.59
